Revco Products Inc.,645,"Garden Grove, CA"
Revox Sterilization Solutions,1753,"Minneapolis, MN"
Rhino Container,5089,"Mira Loma, CA"
Ricaurte Precision Inc.,358,"Santa Ana, CA"
Richland Glass,5259,"Richland, NJ"
Richter Precision Inc.,1399,"East Petersburg, PA"
Ridgeline Engineering Co.,4365,"Vista, CA"
Right Corner of Texas,3830,"Kilgore, TX"
RIM Manufacturing LLC,2287,"Weatherford, TX"
Rimnetics Inc.,420,"Loomis, CA"
Ritrama,672,"Minneapolis, MN"
RJG Inc.,3838,"Traverse City, MI"
RK Logistics Group,872,"Fremont, CA"
RMI Laser LLC,573,"Lafayette, CO"
Robatech West Inc.,5066,"Burbank, CA"
RobbJack Corp.,3414,"Lincoln, CA"
Robin Industries Inc.,3141,"Independence, OH"
Robinson Printing,5458,"Temecula, CA"
Röchling Advent Tool & Mold,981,"Rochester, NY"
Rocket Machine Works Inc.,4911,"Fresno, CA"
Rockwell Automation Inc.,4401,"Milwaukee, WI"
Rogan Corp.,3315,"Northbrook, IL"
Rohrer Corp.,5367,"Wadsworth, OH"
Rolled Alloys,1773,"Temperance, MI"
Rollomatic Inc.,3162,"Mundelein, IL"
Rollon Corp.,3450,"Hackettstown, NJ"
Rollprint Packaging Products Inc.,5057,"Addison, IL"
Roncelli Plastics,3574,"Monrovia, CA"
Rose Electronics,336,"San Jose, CA"
RothGreaves & Associates Inc.,837,"Long Lake, MN"
Rotor Clip Co.,3479,"Somerset, NJ"
Rotork Instruments,1385,"Winston-Salem, NC"
Routsis Training Inc.,4025,"Dracut, MA"
Royal Distributors Inc.,1445,"Murrieta, CA"
Royal Master Grinders Inc.,3029,"Oakland, NJ"
Royal Paper Box Co.,2154,"Montebello, CA"
Royal Paper Box Co.,5282,"Montebello, CA"
RRAMAC Connected Systems,4599,"Plymouth, MN"
RRC Power Solutions Inc.,771,"Yorba Linda, CA"
RS Precision Industries Inc.,3263,"Farmingdale, NY"
RSW Technologies LLC,3877,"Rossford, OH"
RSW Technologies LLC,3877,"Rossford, OH"
RT Prime Industries Group,759,"Victoria, BC"
RTP Co.,1926,"Winona, MN"
Rubadue Wire Company Inc.,444,"Greeley, CO"
Rugged Science LLC,4190,"Sparks, MD"
S.F. Technology Thermoforming,3371,"Cerritos, CA"
Saati Americas Corp,2259,"Fountain Inn, SC"
Saber1 Technologies LLC,4171,"Lowell, MA"
Safari Belting Systems Inc.,4989,"Olathe, KS"
Safari Circuits Inc.,625,"Otsego, MI"
Safina Materials,3192,"Conroe, TX"
Saft SA,576,Levallois Perret
Saint-Gobain Performance Plastics,1914,"Portage, WI"
Samaplast AG,3129,St. Margrethen
Samtec Inc.,4345,"New Albany, IN"
Sandvik Palm Coast,3094,"Palm Coast, FL"
Sanitech Corp.,5556,"Lorton, VA"
Sanmina,2701,"San Jose, CA"
Sanmina,2701,"San Jose, CA"
Santa Fe Machine Works Inc.,3945,"Fontana, CA"
Sanwei Zhidian 3D Visual Factory Architecture Company Ltd.,4840,Beijing
Sapa Extrusions TDA,3422,"Rosemont, IL"
Sapphire Technologies,5483,"Houston, TX"
Sarstedt Inc.,1721,"Newton, NC"
Sartorius Corp.,4080,"Bohemia, NY"
SATO America Inc.,5130,"Charlotte, NC"
Sav-on Bags,5071,"Ontario, CA"
Sav-on Bags,5071,"Ontario, CA"
Sav-on Bags,5071,"Ontario, CA"
Sawane Spring Company Ltd.,2140,"Hamamatsu-City, Shizuoka"
Scapa Healthcare PLC,2227,"Windsor, CT"
SCHMID Technology Systems GmbH,4147,Niedereschach
Schmidt Marking Systems,3426,"Niles, IL"
Schmidt Technology,4543,"Cranberry Township, PA"
Schneider Electric Motion USA,3163,"Marlborough, CT"
Schneider Electric Motion USA,3163,"Marlborough, CT"
Schnipke Precision Molding,1869,"Ottoville, OH"
"Schottli, a Husky Co.",3851,"Bolton, ON"
Schur Star Systems Inc.,5499,"Carlsbad, CA"
Scicon Technologies Corp.,3546,"Valencia, CA"
Scienscope International,2887,"Atkinson, NH"
Scope AR,130,"San Francisco, CA"
Scott Turbon Mixer Inc./Staley Equipment,4964,"Adelanto, CA"
SDM Plastics,3553,"Chino, CA"
Seaway Plastics Engineering LLC,1999,"Port Richey, FL"
Secant Group LLC,2371,"Telford, PA"
SECS Inc.,760,"Mt. Vernon, NY"
Seeger-Orbis,2884,Königstein
Sefar Inc.,2112,"Buffalo, NY"
Seitz LLC,3466,"Torrington, CT"
Seiwa Optical America Inc.,638,"Santa Clara, CA"
Sekisui Voltek,1751,"Lawrence, MA"
Selec Controls USA,4566,"Flemington, NJ"
Semitec USA Corp.,730,"Torrance, CA"
Semyx LLC,3422,"Dalton, GA"
SencorpWhite,1943,"Hyannis, MA"
Sensofar LLC,725,"Carefree, AZ"
Sepro America LLC,3977,"Warrendale, PA"
Serac Inc.,5425,"Carol Stream, IL"
Serac Inc.,5425,"Carol Stream, IL"
Serigraph Inc.,3470,"West Bend, WI"
Servicor Cleanrooms / Huntair Inc.,2174,"Tualatin, OR"
Servtech Medical,3808,"Monrovia, CA"
Servtech Plastics Inc.,3808,"Monrovia, CA"
Sesotec,4943,"Bartlett, IL"
Sesotec,4943,"Bartlett, IL"
Sesotec Inc.,3811,"Bartlett, IL"
Sha Yang Ye Industrial Company Ltd,3633,Taoyuan City
Shakespeare Engineering International,3380,South Woodham Ferrers Essex
Shanghai Future High-Tech Company Ltd.,940,Shanghai
Shanghai Jiuxie Machinery Company Ltd.,3550,Shanghai
Shenzhen Jinghua Displays Company Ltd.,574,Shenzhen
Shenzhen Med-Link Electronics Tech. Company Ltd.,650,Shenzhen
Shenzhen Taijia Electronics Company Ltd.,777,Shenzhen
Shenzhen UpnMed Equipment Company Ltd.,236,Shenzhen
Shimadzu Scientific Instruments,1783,"Columbia, MD"
Shin-Etsu Polymer America,430,"Alpharetta, GA"
Shin-Etsu Silicones of America,1339,"Akron, OH"
Shoe Inn LLC,5099,"Sparks, NV"
Shoney Scientific Inc.,856,"Waukesha, WI"
ShopFloorConnect® by Wintriss,3845,"Acton, MA"
SICK Inc.,4710,"Bloomington, MN"
Sierra Circuits Inc.,230,"Sunnyvale, CA"
Sierra Electronics,634,"Santa Fe, NM"
Sightech Vision Systems,4339,"Modesto, CA"
Sigma Labs,860,"Santa Fe, NM"
SigmaTron International,550,"Union City, CA"
Sigmund Cohn Corp.,870,"Mt. Vernon, NY"
Signature Resources,3893,"Irvine, CA"
Siko Products Inc.,4476,"Dexter, MI"
Sikora International Corp,1449,"Peachtree City, GA"
Sikora International Corp.,1449,"Peachtree City, GA"
Sil-Pro LLC,2185,"Delano, MN"
Silcotech North America Inc.,1507,"Bolton, ON"
Silex Microsystems,854,"San Bruno, CA"
SiliconExpert Technologies,939,"Santa Clata, CA"
"Simco-Ion, Technology Group",2355,"Alameda, CA"
Simplex Isolation Systems,1683,"Fontana, CA"
Singapore Precision Engineering and Technology Association,337,Singapore
Siskiyou Corp.,412,"Grants Pass, OR"
Site Location Partnership (SLP),3964,"Flower Mound, TX"
SixB Labels,5484,"Dallas, TX"
SKS DieCasting & Machining Inc.,3268,"Alameda, CA"
Skynet Electronic Corp.,525,"Santa Ana, CA"
SL Power Electronics,1183,"Ventura, CA"
Sleeve Seal,5417,"Little Rock, AR"
Small Precision Tools Inc.,3190,"Petaluma, CA"
Smalley,3434,"Lake Zurich, IL"
Smart Microsystems,2984,"Elyria, OH"
Smart Planet Technologies,5494,"Newport Beach, CA"
SMC Ltd.,2801,"Somerset, WI"
SMD,3580,"Oklahoma City, OK"
SMI,3026,"San Diego, CA"
Smith Metal Products,3410,"Center City, MN"
Smooth Ride Casters Inc. (SUPO-SRC),3486,"Rosemead, CA"
SMTC Corp.,610,"Fremont, CA"
SNA Electronics,1287,"Fremont, CA"
SNS Nano Fiber Technology LLC,1079,"Hudson, OH"
Sodick IMM by Plustech,4071,"Schaumburg, IL"
Soft Packaging,5428,"Santa Fe Springs, CA"
SolidProfessor,3424,"San Diego, CA"
Solvay,2305,"Alpharetta, GA"
Somacis USA,950,"Poway, CA"
Sonics & Materials Inc.,4488,"Newtown, CT"
Sono-Tek Corp.,1710,"Milton, NY"
Sonoco Alloyd,5039,"DeKalb, IL"
Sonoscan® Inc.,1573,"Elk Grove Village, IL"
SONOTEC Ultraschallsensorik Halle GmbH,1587,Halle/Saale
Sorbothane Performance Insoles,3527,"Kent, OH"
Source Graphics,3523,"Anaheim, CA"
Sourcing Allies North America,3581,"Seattle, WA"
Southern California Packaging Equipment Inc.,5339,"Walnut, CA"
SouthWest Greene International Inc.,3555,"Oceanside, CA"
Southwick & Meister Inc.,2893,"Meriden, CT"
SP Manufacturing Pte. Ltd.,1822,Singapore
SP Medical A/S,2190,"Karise, AA"
SP Medical A/S,2190,Karise
Sparton Corp.,1375,"Frederick, CO"
Spaulding Composites Co.,3465,"Dekalb, IL"
Special Coatings USA LLC,3583,"Bonita Springs, FL"
Specialized Engineering LLC,791,"Stockton, CA"
Specialty Coating Systems Inc.,2427,"Indianapolis, IN"
"Specialty Silicone Fabricators, Part of Trelleborg Group",2818,"El Segundo, CA"
Specialty Silicone Products,557,"Ballston Spa, NY"
Spectra Symbol Corp.,527,"Salt Lake City, UT"
Spectralytics Inc.,2819,"Dassel, MN"
Spectrum Assembly Inc.,3082,"Carlsbad, CA"
SPI Lasers,2186,Southampton
Sprinter Marking,4568,"Zanesville, OH"
SSI Electronics,625,"Belmont, MI"
STACKER LLC,3999,"Minneapolis, MN"
StackTek,5194,"Costa Mesa, CA"
STAMM AG,3238,Hallau / Switzerland
Star CNC Machine Tool Corp.,3043,"Yorba Linda, CA"
StarFish Medical,450,"Victoria, BC"
Starlim North America Corp.,1247,"London, ON"
Starrett Co.,4221,"Athol, MA"
START International,5424,"Addison, TX"
Starview Packaging Machinery Inc.,5449,"Dorval, QC"
Statek Corp.,3073,"Orange, CA"
StateMix Ltd.,234,"Winnipeg, MB"
Static Clean International,1561,"North Billerica, MA"
Static Clean International (STI),2829,"Or-Akiva, AA"
Stäubli Corp.,4604,"Duncan, SC"
Steeger USA,2501,"Inman, SC"
Stellartech Research Corp.,1845,"Milpitas, CA"
Steri-Tek,2564,"Fremont, CA"
Sterigenics International LLC,2221,"Oak Brook, IL"
Sterilization Services Inc.,1962,"Richmond, VA"
Sterimed Infection Control,2346,"Charleston, SC"
Sterimed Infection Control,2346,"Charleston, SC"
Sterimed SA,3138,Lausanne
"SteriO3, a Div. of Ceramatec Inc.",3107,"Salt Lake City, UT"
SteriPack USA,1832,"Lakeland, FL"
SteriPax,2050,"Huntington Beach, CA"
Sterling,3861,"New Berlin, WI"
Sterling Medical Devices,2485,"Rochelle Park, NJ"
Steven Label,2055,"Santa Fe Springs, CA"
Stewart EFI LLC,241,"Thomaston, CT"
"Stewart EFI, LLC",241,"Thomaston, CT"
STI Laser Industries,2829,Or-Akiva
StickerYou,5706,"Toronto, ON"
Stock Drive Products/Sterling Instrument (SDP/SI),1182,"Hicksville, NY"
Stoner Inc.,127,"Quarryville, PA"
Straight-Line Solutions,5079,"Sacramento, CA"
Strain Measurement Devices Inc.,1827,"Wallingford, CT"
Strand Products Inc.,1867,"Santa Barbara, CA"
Stratasys,3601,"Eden Prairie, MN"
Stratasys Direct Manufacturing,3601,"Valencia, CA"
Streamline Circuits Corp.,3386,"Santa Clara, CA"
Stress Engineering Services Inc.,2397,"Mason, OH"
Strongarm Designs Inc.,5515,"Horsham, PA"
Strouse,1084,"Westminister, MD"
Strukmyer Medical,2927,"Mesquite, TX"
Sugatsune America Inc.,3408,"Carson, CA"
Suhner Manufacturing Inc.,3286,"Rome, GA"
Sumiden Wire Products Corp.,1793,"Dickson, TN"
Sumitomo (SHI) Demag Plastics Machinery,3801,"Strongsville, OH"
Sunbelt Flooring Inc.,5371,"Chino, CA"
Sungwon Medical Company Ltd.,818,Cheongju-City Chungbuk
Sunland Nutrition,5077,"Anaheim, CA"
Sunny Medical Device (Shenzhen) Company Ltd.,3195,"Shenzhen, Guangdong"
Sunstone Welders,3181,"Payson, UT"
Super Brush LLC,651,"Springfield, MA"
Superior Felt & Filtration,1266,"McHenry, IL"
Supra Alloys,2733,"Camarillo, CA"
Supreme Screw Products,655,"Plainview, NY"
Sur-Seal Corp.,1175,"Cincinnati, OH"
Surface Solutions Group LLC,1492,"Chicago, IL"
Surfx Technologies LLC,254,"Redondo Beach, CA"
Surgical Specialties Corp.,2424,"San Diego, CA"
Surgical Technologies Inc.,1856,"St. Paul, MN"
Surgimed Solutions,2472,"Watertown, CT"
Surmodics Inc.,2414,"Eden Prairie, MN"
"Surmodics, Inc.",2414,"Eden Prairie, MN"
Suzhou Jenitek Precision Device Company Ltd.,1371,Suzhou
Suzuki Precion Company Ltd.,2992,Tochigi
Swanson Agile Assembly,4392,"Erie, PA"
Swiss Medical Cluster,3131,Bern
Swissomation Inc.,3377,"Fredericksburg, TX"
SynDaver Labs,1296,"Tampa, FL"
Synectic Medical Product Development,1801,"Milford, CT"
SYNEO,1539,"West Palm Beach, FL"
Syntech International Inc.,853,"Irvine, CA"
Synventive Molding Solutions,3949,"Peabody, MA"
Syspro Software,3335,"Costa Mesa, CA"
T & C Asia,3490,"Las Vegas, NV"
T.M. Electronics,1825,"Boylston, MA"
TA Instruments - ElectroForce®,2562,"Eden Prairie, MN"
Taconic,5150,"Petersburgh, NY"
Tagarno USA LLC,266,"Greenwood, SC"
Taiwan Powder Technologies Company Ltd.,1668,Taipei
Takachi Electronics Enclosure Company Ltd.,3291,"Kawaguchi, Saitama"
Takachi Electronics Enclosure Company Ltd.,3291,"Kawaguchi, Saitama"
Takasago Fluidic Systems,225,"Westborough, MA"
Takemoto Packaging Inc.,5261,"New York, NY"
Takex America Inc.,4389,"Sunnyvale, CA"
Takigen Mfg. Company Ltd.,4276,Tokyo
Talon Innovations Corp.,1472,"Sauk Rapids, MN"
Tamayoshi Manufacturing Company Ltd.,4081,Shizuoka Prefecture
Tanaka Kikinzoku International (America) Inc.,2194,"Morgan Hill, CA"
Tangent Inc.,468,"Burlingame, CA"
TANNER Formenbau AG,3035,Feuerthalen
Tantec EST Inc.,3849,"Glendale Heights, IL"
Taylor Made Labels Inc.,5421,"Lake Oswego, OR"
TCT Group,374,Cheshire
TE Connectivity Ltd.,3149,"Plymouth, MN"
TEAC,4497,"Montebello, CA"
Team Precision Public Company Ltd.,1273,Pathumthani
TeamCalifornia,2109,"Granite Bay, CA"
Teamvantage,2870,"Forest Lake, MN"
Tech Mold,1583,"Tempe, AZ"
Tech Tube,1263,"King of Prussia, PA"
Tech-Etch Inc.,1383,"Plymouth, MA"
Techcon Systems,3063,"Cypress, CA"
Techmer PM LLC,1915,"Rancho Dominguez, CA"
Techni-Glass Inc.,2095,"Windsor, CA"
Techniks Inc.,949,"Indianapolis, IN"
Technimark,2159,"Asheboro, PA"
Technipaq Inc.,2157,"Crystal Lake, IL"
Technoject Machinery Corp.,3948,"Bolton, ON"
Technology Container Corp.,5528,"Desoto, TX"
Technology Trading Co.,4083,"Canoga Park, CA"
Techspray,636,"Kennesaw, GA"
Tecnoideal Srl,1594,Mirandola
Tecnoplastica Coros,3996,"Corregidora, Querétaro"
Tecomet Inc.,2867,"Wilmington, MA"
Tegra Medical,2941,"Franklin, MA"
Tegra Medical,2940,"Franklin, MA"
Tek Pak Inc.,1686,"Batavia, IL"
Tekni-Films,2027,"Holland, OH"
Teknor Apex Co.,2438,"Pawtucket, RI"
Tekscan Inc.,3255,"Boston, MA"
Tektronix and Keithley by Instrument Engineers,2492,"San Diego, CA"
Teleflex Medical OEM   VIDEO,3019,"Gurnee, IL"
Teleflex Medical OEM: Customer Solution Centre,3019,"Gurnee, IL"
Telepower Inc.,2039,"Toshima-Ku, Tokyo"
Telsonic Ultrasonics Inc.,4138,"Shelby Township, MI"
Temkin International Inc.,5067,"Payson, UT"
Tempo Automation,3285,"San Francisco, CA"
Tenere Inc.,3989,"Westminster, CO"
Tensor ID Inc.,4333,"Oceanside, CA"
TEQ,2239,"Huntley, IL"
Terra Firma Ltd. / RetailPak,5271,Hong Kong
Teshima International Corp.,1369,"Cambridge, MA"
Tessy Plastics Corp.,1355,"Skaneateles, NY"
Tessy Plastics Corporation,1355,"Skaneateles, NY"
TFX OEM® Balloons and Balloon Catheters,3019,"Gurnee, IL"
Thai Eastern Trade Inc.,433,"Alhambra, CA"
The Hall Co.,1392,"Urbana, OH"
The Label Company,5421,"Santa Ana, CA"
The Lee Company,2277,"Westbrook, CT"
The Olander Company Inc.,1395,"Sunnyvale, CA"
The Plastek Group,5372,"Erie, PA"
The Prince & Izant Companies,1387,"Cleveland, OH"
The Right Place Inc.,625,"Grand Rapids, MI"
The Zippertubing® Co.,3295,"Chandler, AZ"
Thermacore,1388,"Lancaster, PA"
Thermetic Products Inc.,383,"St. Louis Park, MN"
Thermex Thermatron LP,2995,"Louisville, KY"
Thermo Cool,711,"San Jose, CA"
Thermoplay Hot Runner Systems,3949,Pont St. Martin
Thiele Technologies,5543,"Minneapolis, MN"
Thinfilms Inc.,878,"Hillsborough, NJ"
Thinky USA,244,"Laguna Hills, CA"
THK America Inc.,4421,"Schaumburg, IL"
Thomas Engineering Co.,3085,"Minneapolis, MN"
Thoro Packaging,5251,"Corona, CA"
Thunder Tiger Corp.,731,Taichung Cindy
Tianjin Hanaco Xingda Medical Company Ltd.,1890,Tian Jin
Tinius Olsen Testing Machine Company Inc.,3072,"Horsham, PA"
Tiodize Company Inc.,3551,"Huntington Beach, CA"
TissueGen® Inc.,1692,"Dallas, TX"
TK Mold (Shenzhen) Ltd.,1193,Shenzhen Guandong
TM Vacuum Products,676,"Cinnaminson, NJ"
TOK America,4069,"Irvine, CA"
Tolomatic,4576,"Hamel, MN"
Toolroom Express Inc.,3311,"Conklin, NY"
"Toolroom Express, inc.",3311,"Conklin, NY"
Top Tool,883,"Minneapolis, MN"
TOPAS Advanced Polymers Inc.,662,"Florence, KY"
"Toshiba Imaging Systems Div., Toshiba America Information Systems",2297,"Irvine, CA"
Toshiba Machine Co. of America,3839,"Elk Grove Village, IL"
Total Titanium Inc.,3080,"Red Bud, IL"
Totex Manufacturing Inc.,1829,"Torrance, CA"
TouchMark,1528,"Hayward, CA"
Tourmaline Enterprises,5478,"Murrieta, CA"
Toxikon Corp.,2831,"Bedford, MA"
Toyo Jidoki USA,5324,"Saukville, WI"
TPI Arcade,3489,"Arcade, NY"
TPI Partners Inc.,916,"Georgetown, DE"
TPS International Inc.,3081,"Foothill Ranch, CA"
Trademark Plastics Inc.,2715,"Riverside, CA"
TranPak Inc.,4733,"Fresno, CA"
Transparent Container Co.,5243,"Addison, IL"
Transworld Products,3528,"Grandview, MO"
TRC Electronics Inc.,331,"Montgomeryville, PA"
Trelleborg Engineered Coated Fabrics,1605,"New Haven, CT"
Trelleborg Group,1605,Trelleborg
Trelleborg Group,2818,Trelleborg
Trelleborg Sealing Solutions,1605,"El Segundo, CA"
Trelleborg Sealing Solutions,1605,"El Segundo, CA"
Tri-Star Industries Inc.,4021,"Berlin, CT"
Tri-Star Technologies,1844,"El Segundo, CA"
Triad Magnetics,325,"Perris, CA"
Triangle,1446,"Upper Saddle River, NJ"
Triangle Package Machinery Co.,5350,"Chicago, IL"
TriContinent Scientific,1503,"Grass Valley, CA"
TRICOR Systems Inc.,341,"Elgin, IL"
Tridex Technology Ltd.,3091,"Philadelphia, PA"
Trinity Technology Group (TTG),1187,"Higginsville, MO"
Trinseo LLC,538,"Berwyn, PA"
Trotec Laser Inc.,1674,"Plymouth, MI"
Tru Tech Systems,2548,"Mount Clemens, MI"
TRUMPF Inc.,2841,"Farmington, CT"
TSI Inc.,2182,"Shoreview, MN"
TSS Technologies,4376,"West Chester, OH"
TSS Technologies,4376,"West Chester, OH"
TSS Technologies,1075,"West Chester, OH"
Tsugami Rem Sales,1177,"Windsor, CT"
Tsugami/Rem Sales,1177,"Windsor, CT"
Tsugami/Rem Sales,1177,"Windsor, CT"
TT Electronics,2468,"Perry, OH"
TTP Ventus Ltd.,841,Hertfordshire
Tube Hollows International,2987,"Windham, ME"
TÜV Rheinland of North America Inc.,956,"Pleasanton, CA"
TUV SUD America Inc.,473,"Peabody, MA"
TÜV SÜD America Inc.,473,"Peabody, MA"
TUV USA Inc.,969,"Salem, NH"
Twin City EDM & Mfg. Inc.,3065,"Fridley, MN"
TYKMA™ Electrox,2097,"Chillicothe, OH"
TyTek Medical Inc.,3566,"Cincinnatti, OH"
TyTekBakker Magnetics,3985,"Cincinnati, OH"
UBM,x100,"Santa Monica, CA"
UBM Canon Events,x103,"Santa Monica, CA"
UBM Canon Events,x103,"Santa Monica, CA"
UBM Canon Events,x100,"Santa Monica, CA"
UBM Canon Events,x100,"Santa Monica, CA"
UBM China/MEDTEC China,153,"Santa Monica, CA"
UBS North America,4933,"Escondido, CA"
UFP Technologies,2255,"Newburyport, MA"
Uhlmann Packaging Systems LP,5345,"Towaco, NJ"
Ulbrich Stainless Steel & Special Metals Inc.,1786,"North Haven, CT"
Ultrasion,948,Barcelona
Ultrasonic Power Corp.,815,"Freeport, IL"
Ultrasonic Systems Inc.,1374,"Haverhill, MA"
Unichang Inc.,4498,New Taipei City
Uniglobe-Kisco Inc.,891,"White Plains, NY"
UniNet Imaging,5473,"Hawthorne, CA"
UNIQBAG,5198,"Cerritos, CA"
Uniqbag LP,5198,"Cerritos, CA"
Unit Industries Group Inc.,3084,"Santa Ana, CA"
United Global Sourcing Inc.,4096,"Troy, MI"
United States Postal Service,5113,"Washington, DC"
United Surface Solutions,1499,"Santa Fe Springs, CA"
United Testing Systems Inc.,3485,"Huntington Beach, CA"
Unitronics Inc.,4130,"Quincy, MA"
Universal Dynamics Inc.,3855,"Woodbridge, VA"
Urania Engineering,976,"Hazleton, PA"
US Digital,4128,"Vancouver, WA"
USCO America Inc.,4480,"Fremont, CA"
Uson LP,1959,"Houston, TX"
Utitec Inc.,3185,"Watertown, CT"
Vacco Industries,1559,"South El Monte, CA"
Valmark Interface Solutions,1814,"Livermore, CA"
Valtronic,2367,"Solon, OH"
Valtronic,2367,"Solon, OH"
Valuetronics Holdings Ltd.,3259,"Scituate, MA"
Van Der Stähl Scientific Inc.,1951,"Solvang, CA"
Vanguard Products Corp.,3378,"Danbury, CT"
Vante - a Machine Solutions Co.,2501,"Tucson, AZ"
Vapor Technologies,755,"Longmont, CO"
Varioprint AG,1090,"Heiden, Switzerland"
Vascotube GmbH,2880,Birkenfeld / Pforzheim
Vascutek Ltd.,1398,Renfrewshire
Vaupell,2463,"Hudson, NH"
VC999 Packaging Systems,4811,"Kansas City, MO"
Veco USA Inc.,3083,"Charlotte, NC"
Vela Technologies Inc.,2150,"San Diego, CA"
VEM Tooling,3428,"Redondo Beach, CA"
Venta Medical,3167,"Milpitas, CA"
Vention Medical,1639,"Marlborough, MA"
VentionMD,228,Seoul
Veris Manufacturing,327,"Brea, CA"
Vernay Laboratories Inc.,1958,"College Park, GA"
Verse Solutions,2147,"Farmingdale, NY"
Vesta Inc.,2001,"Franklin, WI"
Via Biomedical Inc.,3099,"Maple Grove, MN"
ViaMed Corp.,3172,"South Easton, MA"
Vibrac LLC,5474,"Manchester, NH"
Videojet Technologies Inc.,5101,"Wood Dale, IL"
Viko Industries Ltd.,3363,"Kowloon Bay, Kowloon"
Vincent Medical Manufacturing Company Ltd.,2360,Hong Kong
Vinyl Technology Inc.,2012,"Monrovia, CA"
Virtual Industries Inc.,1882,"Colorado Springs, CO"
Vision Engineering,2822,"New Milford, CT"
VisiPak,5544,"Arnold, MO"
Visstun,5280,"Las Vegas, NV"
Vista Optronics Inc.,656,Xiamen
"VistaMed, a Freudenberg Medical Co.",3213,Carrick-on-Shannon
Visual Workplace Inc.,3549,"Byron Center, MI"
VitalDyne Inc.,1922,"Cokato, MN"
VitalMED,2213,"Lakeville, MA"
Vivaldi Software,259,"Woburn, MA"
ViViTro Labs,448,"Victoria, BC"
VKS Visual Knowledge Share,3560,"Chateauguat, QC"
VKS Visual Knowledge Share,3560,"Chateauguay, QC"
VSMPO-TIRUS US,1562,"Leetsdale, PA"
VTI Vacuum Technologies Inc.,1898,"Reedsburg, WI"
Vytek Laser Systems,3287,"Fitchburg, MA"
Wacker Chemical Corp.,2127,"Adrian, MI"
Ward/Kraft Inc.,4959,"Fort Scott, KS"
Washington Penn Plastic,3829,"Washington, PA"
Watson-Marlow Fluid Technology Group,2163,"Wilmington, MA"
Weber Packaging Solutions Inc.,5411,"Arlington Heights, IL"
"Weber Packaging Solutions, Inc.",5411,"Arlington Heights, IL"
WEISS North America Inc.,4015,"Willoughby, OH"
Weiss-Aug Company Inc.,3369,"East Hanover, NJ"
Welch Vacuum Pumps,1503,"Mt. Prospect, IL"
Welco Company Ltd.,1258,Tokyo
Weller/Apex Tool Group,345,"Apex, NC"
Werth Inc.,3738,"Old Saybrook, CT"
West Coast Plastics Equipment,4979,"Inglewood, CA"
West Coast Supplies Corp.,5433,"Rancho Cordova, CA"
West Pharmaceutical Services Inc.,2935,"Tempe, AZ"
West-Bond Inc.,844,"Anaheim, CA"
West-Bond Inc.,844,"Anaheim, CA"
West-Link Corp. - Thermo Fisher Scientific,4801,"Glendale, CA"
West-Tech Materials,1983,"Costa Mesa, CA"
Western Case Inc.,4946,"Riverside, CA"
Western Rubber & Supply Inc.,1469,"Livermore, CA"
Western Switches & Controls,4570,"Brea, CA"
WESTPAK Inc.,2242,"San Jose, CA"
Whitford Corp.,1289,"Elverson, PA"
"WIN­­™ (Web Integrated Network), a Product of Odyssey Logistics & Technology",5399,"Danbury, CT"
Wire Cut Company Inc.,3370,"Buena Park, CA"
WireCrafters®,4714,"Louisville, KY"
Wisepac Active Packaging Components Company Ltd.,4814,Shanghai
WITTENSTEIN Inc.,4489,"Bartlett, IL"
Wittmann Battenfeld Inc.,3955,"Torrington, CT"
"Wittmann Battenfeld, Inc.",3955,"Torrington, CT"
"Wittmann Battenfeld, Inc.",3955,"Torrington, CT"
"Wittmann Battenfeld, Inc.",3955,"Torrington, CT"
"Wittmann Battenfeld, Inc.",3955,"Torrington, CT"
WJB Bearings,4382,"City of Industry, CA"
Worcester Polytechnic Institute,4280,"Worcester, MA"
World Class Technology,2462,"McMinnville, OR"
Worldcell Extrusions,3750,"Elkhart, IN"
Worldwide Foam Ltd.,5078,"Elkhart, IN"
Worldwide Glass Resources® Inc.,5378,"Vineland, NJ"
WPC Treatment Company Inc.,4466,"Torrance, CA"
WuXi AppTec Inc.,2212,"St. Paul, MN"
www.Seahorse.net,867,"La Verne, CA"
X-Cell Tool and Mold,1672,"Fairview, PA"
X-L Engineering Corp.,1850,"Elk Grove Village, IL"
Xactform USA,3279,"Panama City Beach, FL"
Xante Corp.,5587,"Mobile, AL"
Xcentric Mold & Engineering Inc.,3423,"Clinton Township, MI"
Xecro USA,3456,"Santa Rosa, CA"
Xeridiem Medical Devices,2213,"San Clemente, CA"
Xiamen Jetmold and Plastic Company Ltd.,3981,Xiamen
Ximedica,1367,"Providence, RI"
XL Precision Technologies Inc.,2290,"West Chester, PA"
XtraPlast Packaging Materials,4811,"Kansas City, MO"
XtraVac Packaging Machines,4811,"Kansas City, MO"
Y.C. Cable USA Inc.,3834,"Freemont, CA"
Yaxin Flexible Packaging,5455,"Irvine, CA"
Yudo Suns Inc.,3811,"Anaheim, CA"
YUKI Precision Company Ltd.,418,Kanagawa
Yushin America Inc.,3801,"Cranston, RI"
YXLON,890,"Hudson, OH"
Zaber Technologies Inc.,4367,"Vancouver, BC"
Zalkin,5221,"Athens, GA"
Zaxis Inc.,1798,"Salt Lake City, UT"
ZEISS Industrial Metrology & ZEISS Microscopy,1647,"Maple Grove, MN"
Zig Sheng Industrial Company Ltd.,3864,"City of Industry, CA"
